ID,Workclass,Education,Education num,Marital status,Occupation,Relationship,Race,Sex,Age,Work hours per week,Native country,Income
11813,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,25,40,New Zealand,<=85K
11814,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,26,40,New Zealand,>85K
11815,Private,12th,8,Never-married,Other-service,Own-child,White,Male,18,27,New Zealand,<=85K
11816,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,48,50,New Zealand,>85K
11817,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,36,40,Haiti,<=85K
11818,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,23,30,New Zealand,<=85K
11819,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,41,40,New Zealand,<=85K
11820,Government,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,56,38,New Zealand,>85K
11821,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,53,40,New Zealand,<=85K
11822,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,26,40,New Zealand,<=85K
11823,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,31,40,Puerto-Rico,<=85K
11824,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,40,New Zealand,<=85K
11825,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,32,36,Puerto-Rico,<=85K
11826,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,43,60,New Zealand,<=85K
11827,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,38,New Zealand,<=85K
11828,Government,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,22,50,New Zealand,<=85K
11829,Government,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,51,80,New Zealand,<=85K
11830,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,47,40,New Zealand,>85K
11831,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,40,New Zealand,<=85K
11832,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,40,New Zealand,<=85K
11833,?,Some-college,10,Separated,?,Unmarried,White,Female,23,20,New Zealand,<=85K
11834,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,30,40,New Zealand,<=85K
11835,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,27,65,New Zealand,>85K
11836,Government,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,31,35,New Zealand,<=85K
11837,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,31,40,Mexico,<=85K
11838,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,30,40,New Zealand,<=85K
11839,Government,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,50,40,New Zealand,>85K
11840,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,27,50,New Zealand,<=85K
11841,?,Some-college,10,Never-married,?,Own-child,White,Female,22,16,New Zealand,<=85K
11842,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,29,50,New Zealand,>85K
11843,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,28,60,New Zealand,<=85K
11844,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,54,45,New Zealand,>85K
11845,Government,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,47,48,New Zealand,>85K
11846,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,34,40,New Zealand,<=85K
11847,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,26,40,New Zealand,<=85K
11848,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,53,35,New Zealand,<=85K
11849,Government,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,23,60,New Zealand,<=85K
11850,Government,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,42,40,New Zealand,<=85K
11851,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,50,New Zealand,<=85K
11852,Government,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,52,45,New Zealand,>85K
11853,?,Some-college,10,Never-married,?,Own-child,White,Female,22,40,New Zealand,<=85K
11854,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,27,40,New Zealand,<=85K
11855,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,42,40,New Zealand,<=85K
11856,Government,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,49,40,New Zealand,>85K
11857,Private,Preschool,1,Never-married,Other-service,Own-child,White,Male,20,32,New Zealand,<=85K
11858,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,60,New Zealand,<=85K
11859,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,40,New Zealand,<=85K
11860,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,33,New Zealand,>85K
11861,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,36,40,New Zealand,<=85K
11862,Private,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,39,80,New Zealand,<=85K
11863,?,Assoc-acdm,12,Never-married,?,Own-child,White,Male,21,15,New Zealand,<=85K
11864,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,48,45,New Zealand,<=85K
11865,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,30,45,New Zealand,<=85K
11866,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,24,50,New Zealand,<=85K
11867,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,57,38,New Zealand,<=85K
11868,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,20,60,New Zealand,<=85K
11869,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,36,40,New Zealand,>85K
11870,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,40,New Zealand,>85K
11871,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,57,52,New Zealand,<=85K
11872,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,33,40,New Zealand,<=85K
11873,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,61,40,New Zealand,>85K
11874,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,28,40,New Zealand,<=85K
11875,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,60,40,New Zealand,<=85K
11876,Government,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,36,40,New Zealand,>85K
11877,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,58,35,New Zealand,>85K
11878,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,38,New Zealand,<=85K
11879,Government,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,23,12,New Zealand,<=85K
11880,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,30,40,New Zealand,<=85K
11881,?,11th,7,Never-married,?,Other-relative,White,Male,20,40,New Zealand,<=85K
11882,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,49,50,New Zealand,<=85K
11883,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,34,40,Taiwan China,>85K
11884,Government,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,37,40,New Zealand,<=85K
11885,Private,10th,6,Married-civ-spouse,Protective-serv,Wife,Black,Female,25,50,New Zealand,<=85K
11886,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,37,40,New Zealand,<=85K
11887,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,47,40,Mexico,<=85K
11888,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,60,New Zealand,>85K
11889,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,34,40,New Zealand,<=85K
11890,Private,Some-college,10,Separated,Machine-op-inspct,Own-child,White,Male,39,40,New Zealand,<=85K
11891,Government,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,19,New Zealand,<=85K
11892,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,24,30,New Zealand,<=85K
11893,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,28,60,New Zealand,<=85K
11894,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,69,9,New Zealand,<=85K
11895,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,32,90,New Zealand,<=85K
11896,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,58,40,New Zealand,>85K
11897,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,47,75,New Zealand,>85K
11898,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,50,New Zealand,>85K
11899,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,24,20,Canada,<=85K
11900,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,46,60,New Zealand,>85K
11901,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,22,40,New Zealand,<=85K
11902,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,36,40,New Zealand,<=85K
11903,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,31,40,New Zealand,>85K
11904,Government,Bachelors,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,23,30,New Zealand,<=85K
11905,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,35,40,New Zealand,<=85K
11906,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,35,40,New Zealand,<=85K
11907,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,18,16,New Zealand,<=85K
11908,Private,9th,5,Divorced,Handlers-cleaners,Unmarried,White,Female,43,40,New Zealand,<=85K
11909,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,53,40,New Zealand,<=85K
11910,Government,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,54,52,New Zealand,<=85K
11911,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,29,40,New Zealand,<=85K
11912,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,46,47,Cuba,<=85K
11913,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,24,30,New Zealand,<=85K
11914,Private,Some-college,10,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,30,40,New Zealand,<=85K
11915,Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,23,6,New Zealand,<=85K
11916,?,Bachelors,13,Married-civ-spouse,?,Not-in-family,Other,Female,27,6,Mexico,<=85K
11917,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36,40,New Zealand,<=85K
11918,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,38,35,New Zealand,<=85K
11919,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,33,15,New Zealand,<=85K
11920,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,66,40,Canada,<=85K
11921,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,40,New Zealand,<=85K
11922,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,68,12,New Zealand,<=85K
11923,Private,10th,6,Never-married,Other-service,Own-child,White,Female,17,10,New Zealand,<=85K
11924,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,31,40,New Zealand,>85K
11925,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,46,55,New Zealand,>85K
11926,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,40,New Zealand,<=85K
11927,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,34,40,New Zealand,<=85K
11928,Private,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,56,45,New Zealand,<=85K
11929,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,42,41,New Zealand,<=85K
11930,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,55,New Zealand,>85K
11931,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,30,50,New Zealand,<=85K
11932,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,33,40,New Zealand,>85K
11933,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,47,40,New Zealand,<=85K
11934,Self-emp-not-inc,Assoc-acdm,12,Married-spouse-absent,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,57,40,New Zealand,<=85K
11935,Private,11th,7,Divorced,Craft-repair,Unmarried,White,Male,34,40,New Zealand,<=85K
11936,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,40,40,New Zealand,<=85K
11937,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,33,40,New Zealand,>85K
11938,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,22,40,New Zealand,<=85K
11939,Private,12th,8,Never-married,Other-service,Unmarried,Black,Female,29,35,?,<=85K
11940,Private,HS-grad,9,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,36,40,Philippines,<=85K
11941,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,36,40,New Zealand,<=85K
11942,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,18,11,New Zealand,<=85K
11943,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,27,40,New Zealand,<=85K
11944,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,40,New Zealand,<=85K
11945,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,40,New Zealand,>85K
11946,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,36,40,New Zealand,>85K
11947,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,36,75,New Zealand,<=85K
11948,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,40,New Zealand,<=85K
11949,Private,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,21,40,Mexico,<=85K
11950,Government,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,38,New Zealand,>85K
11951,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,41,40,Mexico,<=85K
11952,Self-emp-not-inc,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,61,20,New Zealand,<=85K
11953,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,64,40,New Zealand,<=85K
11954,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,35,40,New Zealand,<=85K
11955,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,44,50,New Zealand,<=85K
11956,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20,20,New Zealand,<=85K
11957,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,23,70,New Zealand,<=85K
11958,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,52,35,New Zealand,<=85K
11959,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,43,25,New Zealand,<=85K
11960,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,32,40,New Zealand,<=85K
11961,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,63,40,South,<=85K
11962,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,29,41,New Zealand,>85K
11963,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,42,60,Taiwan China,<=85K
11964,Private,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,65,28,New Zealand,<=85K
11965,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,24,40,New Zealand,<=85K
11966,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,42,40,New Zealand,<=85K
11967,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,35,40,New Zealand,<=85K
11968,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,40,?,>85K
11969,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,38,40,New Zealand,<=85K
11970,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,26,50,New Zealand,<=85K
11971,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,39,20,New Zealand,<=85K
11972,?,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,29,50,New Zealand,<=85K
11973,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,42,36,New Zealand,>85K
11974,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,45,New Zealand,>85K
11975,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,26,45,New Zealand,<=85K
11976,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,55,40,New Zealand,<=85K
11977,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,35,55,New Zealand,>85K
11978,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,41,40,?,<=85K
11979,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,24,30,New Zealand,<=85K
11980,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,40,New Zealand,<=85K
11981,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,34,60,New Zealand,>85K
11982,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,44,35,New Zealand,>85K
11983,?,HS-grad,9,Never-married,?,Unmarried,White,Female,18,20,New Zealand,<=85K
11984,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,27,35,New Zealand,<=85K
11985,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,36,50,New Zealand,<=85K
11986,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,21,30,New Zealand,<=85K
11987,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,29,55,New Zealand,<=85K
11988,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,40,New Zealand,<=85K
11989,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,73,50,New Zealand,<=85K
11990,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,40,New Zealand,>85K
11991,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,50,New Zealand,>85K
11992,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,50,New Zealand,<=85K
11993,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,47,42,New Zealand,<=85K
11994,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,15,New Zealand,<=85K
11995,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,22,20,New Zealand,<=85K
11996,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,76,10,New Zealand,<=85K
11997,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,24,40,New Zealand,<=85K
11998,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,54,50,New Zealand,<=85K
11999,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,40,New Zealand,>85K
12000,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,33,58,New Zealand,<=85K
12001,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,30,50,New Zealand,<=85K
12002,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,50,New Zealand,>85K
12003,?,Some-college,10,Divorced,?,Not-in-family,White,Male,27,30,New Zealand,<=85K
12004,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,49,40,New Zealand,<=85K
12005,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,30,40,New Zealand,<=85K
12006,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Other,Female,22,40,New Zealand,<=85K
12007,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,19,58,New Zealand,<=85K
12008,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,46,40,New Zealand,<=85K
12009,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,51,50,New Zealand,<=85K
12010,Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Other,Female,56,40,Dominican-Republic,<=85K
12011,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Female,53,40,New Zealand,<=85K
12012,?,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,60,40,New Zealand,<=85K
12013,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,27,40,New Zealand,<=85K
12014,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,46,45,New Zealand,<=85K
12015,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,37,40,New Zealand,>85K
12016,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,41,30,Vietnam,<=85K
12017,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,65,50,New Zealand,>85K
12018,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,55,New Zealand,>85K
12019,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,57,72,New Zealand,<=85K
12020,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,50,New Zealand,<=85K
12021,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,27,40,New Zealand,<=85K
12022,Government,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,57,40,Mexico,<=85K
12023,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,59,30,New Zealand,<=85K
12024,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,22,30,New Zealand,<=85K
12025,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,39,40,New Zealand,<=85K
12026,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,50,New Zealand,>85K
12027,Private,9th,5,Divorced,Sales,Not-in-family,White,Male,61,25,New Zealand,<=85K
12028,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,24,43,New Zealand,<=85K
12029,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,25,45,New Zealand,<=85K
12030,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,44,40,New Zealand,<=85K
12031,Government,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,55,40,New Zealand,>85K
12032,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,30,35,New Zealand,<=85K
12033,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,40,New Zealand,>85K
12034,Private,10th,6,Divorced,Craft-repair,Other-relative,Black,Male,36,40,New Zealand,<=85K
12035,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,63,45,New Zealand,>85K
12036,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,60,40,New Zealand,<=85K
12037,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,34,60,New Zealand,>85K
12038,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,65,New Zealand,<=85K
12039,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,65,New Zealand,>85K
12040,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,42,43,New Zealand,>85K
12041,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,53,45,Italy,<=85K
12042,?,Assoc-voc,11,Separated,?,Unmarried,White,Female,28,40,Mexico,<=85K
12043,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,20,35,New Zealand,<=85K
12044,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,43,44,New Zealand,>85K
12045,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,31,60,New Zealand,<=85K
12046,?,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,29,40,New Zealand,<=85K
12047,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,24,20,New Zealand,<=85K
12048,Private,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,39,40,New Zealand,<=85K
12049,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,29,40,Jamaica,>85K
12050,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,20,25,Mexico,<=85K
12051,?,Some-college,10,Never-married,?,Not-in-family,White,Male,23,40,New Zealand,<=85K
12052,Private,11th,7,Separated,Other-service,Unmarried,White,Female,42,38,New Zealand,<=85K
12053,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,53,40,New Zealand,<=85K
12054,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,48,New Zealand,<=85K
12055,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,51,40,New Zealand,<=85K
12056,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,48,New Zealand,<=85K
12057,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,38,36,New Zealand,<=85K
12058,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,41,40,New Zealand,>85K
12059,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,58,40,New Zealand,>85K
12060,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,25,40,Dominican-Republic,<=85K
12061,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,40,New Zealand,<=85K
12062,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,45,New Zealand,>85K
12063,Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,31,40,New Zealand,<=85K
12064,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,22,20,New Zealand,<=85K
12065,Private,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male,37,40,El-Salvador,<=85K
12066,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,32,40,New Zealand,<=85K
12067,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,62,40,New Zealand,>85K
12068,Government,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,40,40,?,<=85K
